1break;2breaks
2,6639;2,43058
0,35249;-1,30188
0,70905;0,18344
0,17666;0,97424
-1,75031;-1,26121
0,47603;2,58982
-1,88116;2,55854
0,19987;-2,87654
0,7477;1,10692
-1,3184;-2,26709
1,99185;-2,74623
-1,65274;0,43321
-1,2662;0,66859
0,3345;0,59232
0,25398;0,2384
-1,31664;-2,28541
0,47338;0,5776
0,26041;0,33492
0,64343;0,20299
-1,15064;-1,25001
0,80478;0,55224
0,53965;0,24044
0,15274;0,75394
0,51266;0,82149
0,92846;-1,52693
2,88693;0,56241
2,28626;0,65831
-1,88114;0,15291
1,62091;0,6493
2,21622;0,67821
2,75683;-1,16769
1,71269;0,29864
0,61565;0,57666
0,94309;0,84667
-3,51728;1,14438
-2,74887;-2,58581
-1,29916;1,186
1,68034;1,31955
1,37702;1,11249
0,63601;-1,16419
-3,13915;0,54834
0,14933;0,95829
0,31094;3,63091
0,94973;-2,47896
2,25706;-2,60038
0,70601;-1,37629
0,87215;1,55786
0,78153;0,17149
0,7057;-1,38781
-2,82815;4,15811
1,40898;-1,33883
-2,41385;1,305
0,91439;-2,68573
1,91281;5,30243
-1,448;5,90469
0,94828;-3,11316
0,39802;2,62081
-1,2561;-4,87224
-2,77477;-3,4264
0,66686;6,89902
0,39258;0,34702
0,31915;-1,32218
-2,34582;0,99123
2,84305;0,18963
-2,85674;0,12416
0,67722;-1,23457
3,17119;2,18507
0,14428;0,31844
0,39498;2,76187
1,1408;-1,40012
-1,17952;1,13769
-1,28288;-2,18955
1,59262;-4,91259
0,48355;-1,26435
0,49323;-1,6946
0,42808;0,42779
0,51152;0,33655
0,63431;0,49277
0,49107;0,99231
0,43987;0,18327
0,58368;0,49408
1,40032;0,61553
-1,58849;0,76633
0,87559;0,28579
-1,22385;1,18539
1,12668;1,27822
-1,34464;0,24164
0,36271;0,58545
0,6054;0,66584
0,27336;1,27028
0,81159;0,95875
-1,4857;0,79053
1,74699;1,92118
2,6163;0,9091
2,24474;0,196
0,31389;0,17479
3,35433;0,32289
-1,19994;-1,62693
0,69112;0,78978
2,96727;-1,90089
0,90382;0,27535
0,43237;0,7586
0,79623;0,81155
-1,23271;-1,20944
0,23268;-1,68515
0,70431;-2,20416
2,32167;1,96076
0,95486;0,69699
0,17395;0,98389
0,13017;0,34988
0,33205;-1,22101
0,31795;0,96911
1,30321;2,68058
0,19479;0,40167
-1,34922;-2,22175
0,81016;2,11992
0,68699;0,7275
0,16521;0,94075
0,34111;1,10263
1,74033;-2,77034
1,42521;0,15806
0,41526;0,68126
1,62166;-2,82709
-1,40902;-2,57241
0,34599;1,48885
2,22198;1,69812
0,69059;1,89699
0,92297;0,31029
0,45648;0,54702
1,6506;0,95152
0,83676;0,84621
-2,25856;0,33488
2,78406;0,9532
0,51488;1,52752
0,15081;-2,44035
0,48797;0,51994
-1,12645;0,59015
1,34798;0,99045
0,27151;-1,73776
0,4238;1,12175
-2,74176;0,23351
1,69823;0,66556
0,60875;0,15214
1,7448;-2,20309
0,14145;0,46073
0,27093;4,10285
0,93301;0,5638
-1,82231;1,7171
0,82398;-4,22223
0,46232;1,61453
-1,43107;0,84275
0,92891;-1,25178
0,49602;1,15742
0,10525;2,42786
0,95077;1,95118
0,27931;-1,77828
1,71069;0,45916
-2,39564;-1,12622
1,2848;1,62065
0,23607;0,40618
0,59052;0,24829
0,38006;1,19004
1,1188;0,19979
0,25284;0,28601
-1,30452;-1,25535
0,67607;-2,46486
0,39283;-1,16041
0,26573;0,22228
0,94568;0,95439
0,46426;1,41216
0,99921;-2,68662
0,99447;-2,16202
0,59492;2,17057
0,23979;1,38524
0,18672;2,94322
0,3149;0,84284
0,57492;-1,91777
0,56774;1,58542
0,23929;0,67359
1,24107;0,42746
1,35512;0,53727
1,95321;0,31106
-1,82413;0,51816
1,45781;-1,82041
0,48873;0,85238
0,83263;-2,50646
1,36166;1,40487
-2,31287;1,72317
-3,22281;3,70396
3,36332;0,46659
-4,66275;-2,68291
2,94475;0,70018
0,33055;0,55825
0,24203;1,79435
4,18342;-3,16486
1,3518;1,69043
-4,72439;0,60935
-1,67122;-3,70549
0,84001;2,35694
-3,39191;0,21925
-1,71038;1,68035
-2,68825;0,20306
0,29596;2,33228
-1,31526;0,22631
1,23135;0,71681
-1,30322;0,78342
0,65287;0,75038
1,83644;-1,28996
-1,44861;0,68492
1,38152;0,17166
0,41027;1,34947
2,28057;0,90283
-2,13768;-2,73396
0,79378;-2,75234
1,34231;3,18734
-2,60693;-1,22788
0,27088;0,85294
0,31476;-1,96079
1,53797;3,64986
1,97311;3,54057
0,39296;-1,61978
0,64315;1,45725
0,59934;1,37953
0,91428;0,65824
0,63195;0,33694
0,51738;-2,3095
0,50476;-2,53644
2,23163;0,32877
0,55786;0,69048
0,59247;0,8433
-1,92994;0,3477
2,33322;0,12277
0,13616;-1,22106
1,28112;1,32006
0,77146;0,87484
1,26418;0,9455
0,79665;1,38157
-1,86964;0,15123
0,11467;0,75129
1,15318;0,89001
0,14735;1,9607
0,87579;3,3684
2,27716;1,93389
0,91126;-1,22975
0,31482;0,84473
-1,39791;-2,17256
0,80069;-3,65887
-1,85124;-1,38006
2,39594;2,56139
-2,42787;-1,61036
0,61937;-2,58879
0,86573;0,48386
0,86237;0,28783
1,61254;1,17659
-3,39483;-1,11202
3,67987;-2,80461
1,8062;-3,67625
1,33983;-1,63301
-2,22344;0,4286
1,66107;0,76648
-3,35355;-1,8287
-2,44464;0,21055
1,2566;2,53707
1,95511;-1,75212
0,21383;0,16488
3,20075;-2,14818
-1,10001;3,76584
1,22272;0,94913
-2,76074;0,65706
0,77943;0,42003
0,91934;-1,12211
1,73299;1,2774
-1,85748;0,77049
1,56931;-2,60692
0,22896;0,29819
0,67415;0,87796
0,45437;1,2265
-2,81294;1,87256
1,29697;1,52142
1,47603;1,35142
0,44886;0,90313
0,54893;0,41973
-3,26524;-1,14544
-2,68139;0,55547
1,19582;1,95636
-2,78051;1,97346
1,53288;-1,71515
0,69976;0,18159
0,59013;0,10698
1,98907;1,89304
1,33061;0,45738
1,56394;0,58801
0,79526;0,13383
0,78479;1,19829
0,20097;0,78719
-3,21683;0,51347
1,47345;0,39372
3,41994;-1,1805
0,64881;0,15657
0,228;0,51222
0,17727;-1,96357
1,24397;1,91437
-2,68094;1,22601
1,4378;-1,1166
0,93147;1,94904
0,46868;6,27528
1,78498;3,23297
2,61853;1,77102
-2,61793;0,95083
1,5557;-2,14926
0,32474;-4,82296
0,61693;1,93817
0,58825;1,18007
2,89641;2,16308
2,68033;1,59525
-2,73179;2,44594
-1,91125;3,99178
0,32575;-1,76273
0,22696;1,24529
0,3789;2,39899
0,12735;2,82465
0,59623;1,53477
-1,94585;-2,43471
1,3117;2,81376
-2,88402;4,4099
0,6047;-1,48904
-1,33247;-4,63407
0,94783;-8,2841
1,22357;0,14993
-1,33775;0,22952
-1,2395;1,60943
1,48905;2,61313
-2,25116;6,37199
-4,30633;-3,84579
1,69091;3,77815
0,83549;1,94131
-1,71068;-2,3281
3,35278;0,89327
0,28932;-1,30552
-1,139;1,49394
-5,59899;0,31605
0,81478;-1,65172
-1,18486;-2,19753
1,42868;0,48873
0,48807;1,67371
-3,17546;1,85526
0,12477;1,19374
-2,86736;0,71378
0,49395;1,61023
-1,46444;1,22375
0,79208;0,50617
0,90485;0,18461
1,96089;0,32205
2,14262;-1,8253
0,72949;1,40134
-2,27208;1,76055
0,2423;2,29929
0,72172;0,50585
1,67879;1,1555
0,25218;0,14728
-1,99158;1,26895
-2,87463;0,61347
4,52172;1,928
3,41765;0,36087
-1,14593;0,13868
-4,18245;0,79901
4,27635;-1,98146
2,18893;0,97484
1,8123;-2,38221
-3,98796;0,31029
-2,61098;-1,30273
-1,15598;1,81529
-7,26664;1,3268
2,65443;0,578
0,46794;-1,46956
2,63884;0,83766
1,36256;0,3565
0,43749;-1,15729
0,88479;-2,11213
0,94736;0,85215
0,76203;1,39415
2,6426;0,11028
2,76866;0,76526
0,39898;1,46839
0,20422;3,26449
0,20784;-2,41578
0,50485;-1,55169
0,48562;0,49029
0,13973;0,11447
0,44504;-1,13911
-1,31754;0,12061
0,7065;1,25836
1,62876;0,41975
1,27812;0,24459
-2,23098;-2,35745
0,45271;2,71462
2,58118;0,89547
0,22233;2,60645
1,84279;1,46669
3,83827;-3,37925
-2,14931;0,56819
4,74897;0,39253
3,1136;-1,84838
0,82207;-2,44759
0,72059;0,58277
3,21158;0,44764
0,3363;-1,88269
-2,7336;0,77614
0,66251;0,67216
0,34613;1,27365
0,48827;-1,5207
-1,1607;-1,51851
0,17004;1,885
1,42063;-1,56657
2,14334;0,80545
2,25051;0,50758
-2,95195;0,38197
-3,30496;-2,51708
-1,91421;0,1882
1,12752;0,53816
-2,47716;0,43791
0,3442;0,30083
-4,37364;0,49549
3,77971;0,11144
5,3793;0,38552
0,17899;0,72241
0,17308;0,91718
-4,22942;2,48691
-2,77213;3,31257
2,37299;-1,51088
-1,13792;0,10027
2,81078;-1,78989
0,91706;-1,45026
-2,79472;0,79884
-1,65356;1,37123
-2,5655;1,56145
-1,48498;-1,12508
-2,24253;1,3259
-1,73548;1,18952
0,1574;0,92177
-1,211;0,63103
0,33777;0,91832
1,35365;-1,64982
0,89392;0,45959
-2,91582;-1,12205
0,3485;0,83809
-1,18259;0,29013
0,6871;-1,72898
0,6131;0,90156
1,31889;0,99292
0,89639;-1,40075
2,42125;-1,14664
0,63771;0,49997
-2,41623;1,77317
0,37683;-1,3658
0,41155;0,18261
0,62936;0,43106
0,33098;0,57128
0,77325;0,27466
1,3521;0,44113
1,57461;0,90088
-3,37483;-2,12345
2,3581;0,81007
-2,11356;0,57321
-1,4203;0,80719
0,58998;0,54737
-1,31263;-1,88219
0,16089;-1,86764
-1,33238;-1,61185
2,12384;-1,81724
3,38095;0,63591
-1,25718;0,7384
3,63009;0,81049
0,95313;-2,1077
-4,10748;0,70672
0,83174;0,56869
0,21281;0,15978
0,85999;0,97381
-1,3637;0,3363
0,7052;0,39666
0,15746;0,68974
0,62902;0,88951
0,50793;-1,222
0,30704;-1,31224
0,17033;0,22624
0,78863;0,54988
-1,46665;0,20018
0,75252;0,59729
2,62044;0,47717
1,10803;0,32982
-1,19262;-1,99917
-1,11611;1,88166
0,74299;2,78903
-3,23433;-1,59212
1,47503;-3,64735
1,72996;2,25839
1,24437;-3,78668
0,6337;0,1486
-3,25803;3,17666
0,99754;-2,91205
4,5674;0,59419
0,41955;-1,50326
0,51306;1,39716
1,34135;0,21362
-3,15666;1,80089
-4,15515;-1,27433
0,9403;-1,7729
2,41981;-1,12602
3,76267;0,66193
1,79731;-1,48949
0,69497;0,94334
-3,82097;0,40964
-1,32297;0,4154
0,13409;0,48257
-1,56144;0,59878
2,99448;0,55156
-1,1327;0,9371
-2,44623;0,19199
1,12179;1,65435
0,20581;0,16095
0,12093;0,31657
0,8617;0,90073
0,94503;1,24216
0,7244;0,94803
0,71762;1,69965
0,32463;1,33857
2,35547;0,1476
1,27411;0,40541
-1,42633;2,22383
0,79095;1,10261
1,2236;0,13758
0,86537;0,94229
-1,38763;0,64868
1,28502;0,65284
-3,16143;0,40282
0,34608;0,6034
-2,15327;0,92643
0,37748;-1,59356
1,7717;-1,25432
-2,71049;-1,38058
0,48012;2,28089
0,64418;0,14503
0,14555;0,67138
0,47978;-2,10416
0,99771;2,70501
-1,3812;0,43233
1,4617;0,9045
1,79503;0,98135
0,54776;0,64607
0,37811;-2,57567
0,32198;2,1366
0,48262;0,99786
0,59784;0,72285
0,16971;0,63619
0,91316;1,84271
0,8487;0,87553
0,22844;0,84131
-1,27662;0,20134
0,9699;0,4372
0,30558;-1,21707
-1,94036;0,51682
2,38547;0,77874
0,34402;-2,17958
0,28595;0,28528
-1,36468;-1,19462
-1,98078;0,23659
-1,11027;-1,4973
-1,26979;1,20704
2,43724;-4,42149
-2,94483;-2,49406
0,21644;0,74554
1,97082;0,37381
0,56584;2,77493
1,15596;2,1643
0,85505;0,12943
0,8597;3,7813
-2,39801;-4,20294
0,7116;-4,12791
2,49394;0,97166
0,77828;-2,93352
0,57304;0,81389
0,51368;-4,2878
-1,10128;1,63055
1,45766;0,75427
0,99146;2,85571
0,40299;2,81944
0,4578;2,2571
1,63883;1,76773
1,44711;1,28994
-1,51538;1,47532
0,36145;3,26344
0,12329;-2,22162
0,39215;0,75507
0,47077;-4,83004
-1,39525;1,93026
0,45212;3,80599
0,49073;5,27654
-1,36964;3,68749
-2,10004;-6,18717
-2,89641;0,96479
0,302;0,98875
1,57447;-3,2205
1,29689;-3,74508
0,6537;0,60523
0,66744;-5,20098
-1,47186;2,20994
0,6376;-5,73778
0,10875;0,22129
-1,20553;-4,69308
2,72818;0,61645
-1,61888;-1,29429
0,62278;0,79407
0,67392;0,17228
0,80121;0,26442
0,863;0,67506
1,93519;0,98888
0,45827;0,39843
0,14544;1,2862
0,79262;0,86286
0,30777;0,49625
1,14053;1,48888
0,75976;0,46007
0,41614;0,42157
1,42592;0,72044
0,51258;0,58743
0,26526;0,6459
0,92991;1,84735
0,26125;0,31606
0,15881;-2,98315
1,47802;0,87092
2,25079;1,58368
1,10526;-1,53871
-1,34486;0,27648
0,95072;0,25032
0,23843;-1,49243
1,77328;1,23823
-1,17793;0,51087
0,48411;1,73403
-1,36223;-2,19156
0,88319;0,45024
1,57935;2,74618
0,43186;4,99736
2,10551;0,69564
-1,90344;0,31707
-1,36081;-2,82201
0,83956;-1,33345
0,91655;-1,60842
;0,30382
;0,4686
;1,90474
;0,87583
;-1,71031
;0,19819
;0,5858
;0,89963
;0,63663
;0,14249
;0,92484
;0,11552
;0,35313
;-1,69408
;1,14777
;1,50941
;0,13196
;0,44509
;0,2146
;0,47071
;0,6169
;0,67889
;0,4279
;0,26575
;0,57315
;0,14622
;0,30947
;1,24131
;0,49951
;0,64332
;1,28153
;0,47324
;0,2824
;0,97873
;0,95306
;0,71834
;0,59981
;0,63621
;0,28589
;1,32452
;0,64511
;0,18718
;0,3497
;0,20168
;0,1162
;0,7032
;0,13074
;0,7367
;0,98371
;0,25698
;0,52639
;0,7762
;0,53592
;0,6831
;0,16428
;0,104
;0,19255
;0,26382
;0,42016
;0,48509
;1,38873
;0,36423
;0,44849
;0,6278
;0,79538
;0,12106
;-1,5366
;0,18184
;0,48132
;0,37663
;0,58406
;0,31374
;0,52012
;0,77521
;0,23723
;0,42507
;0,33618
;0,54238
;0,8409
;1,37576
;0,1069
;0,1735
;0,81285
;0,89775
;1,32319
;-1,8103
;0,36067
;0,92672
;0,12961
;0,17232
;0,85972
;0,12658
;0,45988
;0,76938
;0,94793
;0,23394
;0,73331
;0,12919
;-1,55911
;0,4129
;0,93789
;-1,10135
;0,32476
;0,60785
;0,66597
;0,72184
;0,9935
;-1,50689
;0,53376
;0,78824
;0,57091
;0,32952
;0,21735
;0,51024
;0,66991
;0,3647
;0,35228
;0,46689
;0,8968
;0,62761
;0,67759
;0,26098
;0,1772
;0,90507
;0,75326
;0,62282
;0,5017
;0,77435
;0,49885
;0,14196
;0,29561
;0,56301
;0,30884
;1,7457
;-1,17731
;0,85554
;0,46269
;0,69893
;0,16874
;0,27993
;0,85671
;0,71215
;0,73284
;0,86026
;0,48366
;0,21778
;0,21138
;0,9139
;0,64602
;0,92939
;0,70152
;0,64246
;0,37228
;0,22586
;0,46073
;0,38372
;0,7788
;0,29655
;0,50466
;0,82989
;0,98126
;0,12166
;0,9074
;0,42471
;0,48842
;0,49503
;0,74248
;0,60478
;0,65969
;1,50602
;0,34835
;0,67096
;0,18442
;0,79314
;0,93772
;0,75503
;0,97374
;0,37848
;0,40865
;0,88247
;0,68346
;0,60927
;0,75808
;0,52847
;0,75532
;0,15652
;0,77459
;0,3279
;0,24364
;0,65707
;0,59949
;0,27002
;0,24096
;0,79599
;0,62559
;0,13123
;0,33189
;0,98549
;0,56564
;0,87387
;0,47417
;1,55223
;0,58609
;0,14514
;0,54229
;0,82055
;0,24994
;1,46348
;0,91706
;0,83496
;0,83907
;0,29825
;0,25369
;0,2059
;-1,40664
;0,11572
;0,37899
;0,39757
;0,11516
;0,48643
;1,11155
;0,20937
;0,16402
;0,15378
;0,70178
;-1,45277
;1,16367
;0,94787
;0,64896
;0,95622
;0,58356
;0,3814
;0,528
;0,53928
;0,69909
;0,33864
;0,29906
;1,6338
;0,30664
;0,1381
;0,16105
;0,5357
;0,83275
;0,38886
;0,44535
;0,17054
;0,10014
;0,30048
;0,9603
;0,19922
;0,1441
;0,38194
;0,4449
;0,17636
;0,48556
;0,63151
;0,21953
;0,39774
;0,27582
;0,62551
;0,22716
;0,42791
;0,60414
;0,22
;0,22378
;0,83259
;0,21352
;0,79407
;0,50942
;-1,39389
;0,18131
;-1,71393
;0,43605
;0,48281
;0,30815
;0,66846
;0,89083
;0,173
;0,20009
;0,47699
;0,64374
;0,92041
;0,73161
;0,10431
;0,4807
;0,4778
;0,9687
;1,24884
;1,23041
;0,37272
;1,15012
;1,18032
;0,96303
;-1,4298
;0,6195
;0,3623
;1,73712
;-1,3493
;0,78033
;0,86537
;0,86709
;-1,382
;0,58648
;0,15099
;1,86684
;0,72684
;0,25001
;0,15544
;0,65495
;1,15516
;-1,25
;0,71595
;0,61902
;0,64697
;0,21361
;0,54379
;0,18886
;0,23373
;0,45896
;0,13673
;0,57594
;0,27905
;0,64333
;0,51518
;0,46261
;0,29815
;0,577
;0,17601
;1,10612
;-1,566
;0,48532
;0,67242
;0,15915
;0,18598
;0,83162
;0,36668
;0,1906
;0,25922
;0,28355
;0,4049
;1,13518
;0,2662
;0,21704
;0,20047
;-1,35734
;0,47415
;0,1888
;0,1847
;0,48642
;0,17983
;0,17289
;0,53512
;0,29154
;0,62822
;0,44847
;0,74521
;0,51606
;0,69587
;0,58418
;0,71112
;0,65859
;0,75056
;0,29551
;0,11952
;0,3886
;0,18445
;0,32603
;0,27808
;0,85925
;0,55257
;0,64428
;0,18606
;0,36492
;0,11591
;0,71934
;0,27748
;0,24527
;0,34372
;0,46089
;0,16767
;0,56677
;0,14407
;0,10982
;0,86443
;0,147
;0,14429
;0,94225
;0,94635
;0,72629
;0,22187
;1,181
;1,70694
;0,94885
;0,90494
;0,73888
;0,55002
;0,97359
;0,55059
;0,12488
;0,14273
;1,19369
;0,32256
;0,25722
;0,65216
;0,30824
;0,27068
;1,62172
;0,31177
;0,16522
;0,57639
;0,67355
;0,23596
;0,21417
;0,2522
;0,69821
;0,81773
;-1,23427
;0,78299
;1,29847
;0,39322
;1,69349
;-1,24077
;0,27019
;0,6324
;0,15376
;0,31344
;0,13271
;0,27267
;0,23344
;0,66787
;0,45645
;0,93162
;0,93181
;0,70684
;0,58286
;0,35602
;-1,23496
;0,41943
;0,70024
;0,34372
;0,39122
;0,50287
;0,49344
;0,18274
;0,94728
;0,95043
;0,97236
;0,90109
;0,47632
;0,20089
;0,15651
;0,50878
;0,41959
;1,74116
;0,28973
;0,88776
;0,38077
;0,27925
;0,45155
;-1,45525
;0,29046
;0,3278
;-1,4749
;0,26242
;1,95101
;0,68885
;0,74293
;0,13959
;0,75232
;0,85613
;0,35451
;0,49754
;0,80749
;0,19428
;0,37742
;0,66979
;0,31141
;0,89068
;-1,93987
;0,24024
;0,40369
;0,35775
;0,25627
;-1,52327
;0,83082
;1,23091
;0,94975
;0,5706
;0,89458
;0,51138
;0,27007
;0,64862
;0,61901
;0,66745
;-1,15519
;0,56541
;-1,23455
;0,4864
;0,89838
;0,66517
;0,86779
;0,22138
;-1,26923
;0,13536
;0,17395
;-1,29622
;0,41653
;0,13876
;0,19948
;0,5658
;0,74392
;0,6216
;0,8691
;0,29887
;0,25785
;0,29773
;0,13846
;0,11319
;0,74614
;0,46534
;0,79322
;-1,32602
;0,51954
;0,56523
;0,61703
;0,39478
;0,50341
;0,70897
;0,449
;0,40094
;0,71336
;0,46645
;0,48367
;1,16838
;0,16503
;0,66793
;0,42129
;0,36089
;0,17584
;1,11417
;0,10066
;0,91263
;0,35338
;0,49857
;0,26992
;1,26718
;0,40925
;0,47249
;0,74978
;0,32894
;1,16477
;-1,5102
;0,51987
;0,7272
;0,48302
;0,46563
;0,79436
;-1,41143
;0,25658
;0,45798
;0,3396
;0,91047
;0,64804
;0,40316
;-1,81942
;0,94484
;1,4268
;0,1462
;-1,29612
;0,51836
;-1,2854
;0,12493
;0,77767
;0,75257
;0,67771
;0,55255
;0,13087
;0,11415
;0,86891
;-1,76706
;0,96281
;0,55986
;0,58105
;0,69241
;0,17594
;0,57726
;0,30294
;0,33312
;0,82471
;0,39013
;1,61292
;-1,16879
;0,79629
;0,50615
;0,13368
;0,70747
;0,84552
;0,3022
;0,36238
;0,58463
;0,33489
;0,30399
;0,21477
;0,61931
;0,53683
;0,67784
;0,59105
;1,39085
;0,85956
;0,55942
;0,46236
;0,47204
;0,40124
;0,94869
;0,49541
;0,95858
;0,99322
;-1,23159
;1,53259
;0,35471
;0,94433
;0,32782
;0,45978
;0,20163
;0,82256
;0,42339
;0,25528
;0,66067
;0,85256
;0,60596
;-1,20019
;-1,76735
;1,80552
;0,26384
;0,16308
;-1,17152
;-1,46097
;2,30781
;0,66396
;0,29195
;0,4793
;-1,13184
;0,46321
;0,11273
;0,75955
;0,94639
;0,29577
;0,49028
;0,64304
;0,6267
;1,14617
;0,38415
;0,3374
;0,27491
;0,3868
;0,12393
;0,78408
;0,24217
;0,57449
;0,49919
;0,70425
;0,26283
;0,27375
;0,12116
;0,16817
;0,81077
;1,1924
;0,62548
;0,23718
;0,26226
;0,86628
;0,36659
;0,38916
;0,41589
;0,47091
;0,19468
;1,12041
;0,6274
;0,35891
;0,52355
;0,82006
;1,1495
;0,85749
;0,12583
;0,24527
;0,74225
;0,11384
;0,63712
;0,52358
;0,69073
;0,15933
;0,35664
;0,28424
;0,24775
;0,36158
;0,22832
;0,21615
;0,31176
;0,5557
;0,33922
;0,14953
;0,77076
;0,19995
;0,25576
;0,94586
;0,36213
;0,22944
;0,69315
;0,28732
;0,27893
;0,79518
;1,48928
;0,78713
;0,15641
;0,20541
;0,42362
;0,246
;0,82175
;0,49074
;0,58177
;0,70431
;0,31146
;0,5334
;0,32352
;0,81317
;0,12491
;0,48172
;-1,55822
;0,28394
;0,86084
;0,72358
;0,46876
;0,79945
;0,82563
;0,60533
;0,27432
;0,77402
;0,31312
;0,84324
;0,4012
;0,87131
;0,7066
;0,1575
;0,68432
;1,28337
;0,87726
;0,26292
;0,69852
;0,51869
;0,43441
;0,10296
;0,77412
;0,17416
;0,9524
;0,15775
;0,6299
;0,3474
;1,2108
;1,28038
;-1,26908
;0,86432
;0,49875
;0,82694
;0,5226
;0,62914
;1,4912
;-1,29595
;0,33775
;0,83574
;1,37892
;-1,16636
;0,19185
;0,27091
;-1,74567
;2,78857
;1,66981
;-1,99023
;1,74466
;-3,3614
;1,62211
;-3,19784
;1,166
;-3,29929
;1,34422
;2,26556
;2,84448
;0,97733
;0,59363
;0,68576
;1,20835
;0,19876
;0,38871
;0,43422
;0,99571
;0,51386
;0,98637
;0,25678
;0,13253
;0,36993
;0,14962
;0,4871
;1,53379
;0,74716
;-1,96708
;0,67422
;0,46068
;0,42451
;0,36357
;0,28177
;0,47682
;0,7723
;0,39649
;0,7088
;0,22242
;0,48368
;0,32712
;0,74492
;0,59368
;0,48084
;0,96635
;0,24784
;0,41534
;0,77793
;0,24304
;0,72385
;-1,2687
;0,90853
;0,42397
;0,10302
;0,24788
;0,10197
;0,5246
;0,69498
;0,98596
;0,49299
;0,78096
;0,3327
;0,72489
;0,62983
;0,33177
;0,44854
;1,24505
;0,23249
;1,41444
;0,34357
;-1,28761
;1,19954
;0,82598
;0,633
;0,53516
;0,73326
;0,75165
;0,17292
;0,82031
;0,10168
;0,69004
;0,25676
;0,80769
;0,71329
;0,13728
;0,30767
;0,86865
;0,17156
;0,29747
;0,61518
;0,37753
;0,31451
;0,56062
;0,16019
;0,25414
;1,13927
;0,38253
;1,22326
;0,84034
;0,37885
;0,10555
;0,30879
;2,2015
;0,83571
;2,20253
;0,23349
;0,15443
;0,10192
;0,41588
;0,11294
;0,23519
;0,61291
;0,72039
;0,6725
;0,52161
;0,33438
;0,54417
;-1,20351
;0,36686
;0,16624
;0,24979
;0,26756
;0,37926
;0,8199
;1,19885
;0,68454
;0,41641
;-1,5239
;1,22955
;0,17227
;0,89463
;0,1229
;0,3144
;0,23786
;0,29244
;0,20544
;0,69469
;0,35502
;1,22993
;0,20149
;0,31061
;0,27964
;0,32776
;0,27555
;0,76809
;0,20997
;-1,59796
;0,98775
;0,57053
;0,64695
;0,95837
;0,7608
;0,89724
;0,61517
;0,41042
;0,60756
;0,97955
;0,53082
;0,22283
;0,67301
;0,15514
;0,24605
;0,10815
;0,61596
;0,50227
;0,22222
;0,63943
;0,61494
;0,6086
;0,11373
;0,315
;0,43105
;0,23602
;0,35189
;0,37371
;0,15942
;0,14137
;0,34934
;0,21131
;0,34605
;0,27619
;0,31064
;0,11265
;-1,18212
;0,23823
;0,10405
;0,15785
;0,33001
;0,72339
;0,96485
;1,4265
;0,48159
;0,49338
;0,47545
;0,21207
;0,44529
;0,58643
;0,77194
;0,25533
;0,97386
;0,97236
;0,45933
;0,58278
;0,38877
;0,70993
;0,30943
;0,55061
;0,36539
;0,38182
;0,82463
;0,15961
;0,46632
;0,93053
;-1,29363
;0,56853
;0,23404
;0,47835
;0,2228
;0,8256
;0,73982
;0,31763
;1,66134
;0,11612
;0,22319
;0,38993
