<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
US1.BA,D,20100104,000000,56.1800000
US1.BA,D,20100105,000000,58.0200000
US1.BA,D,20100106,000000,59.7800000
US1.BA,D,20100107,000000,62.2000000
US1.BA,D,20100108,000000,61.6000000
US1.BA,D,20100111,000000,60.8700000
US1.BA,D,20100112,000000,60.4300000
US1.BA,D,20100113,000000,61.1600000
US1.BA,D,20100114,000000,61.5600000
US1.BA,D,20100115,000000,60.8200000
US1.BA,D,20100119,000000,60.6500000
US1.BA,D,20100120,000000,60.2000000
US1.BA,D,20100121,000000,59.1400000
US1.BA,D,20100122,000000,57.7700000
US1.BA,D,20100125,000000,57.7800000
US1.BA,D,20100126,000000,57.7100000
US1.BA,D,20100127,000000,61.9300000
US1.BA,D,20100128,000000,62.5600000
US1.BA,D,20100129,000000,60.6000000
US1.BA,D,20100201,000000,61.7000000
US1.BA,D,20100202,000000,61.9400000
US1.BA,D,20100203,000000,61.4600000
US1.BA,D,20100204,000000,59.3200000
US1.BA,D,20100205,000000,58.4000000
US1.BA,D,20100208,000000,57.8900000
US1.BA,D,20100209,000000,59.7400000
US1.BA,D,20100210,000000,59.5000000
US1.BA,D,20100211,000000,60.5900000
US1.BA,D,20100212,000000,59.6500000
US1.BA,D,20100216,000000,61.2600000
US1.BA,D,20100217,000000,61.8200000
US1.BA,D,20100218,000000,62.8900000
US1.BA,D,20100219,000000,63.5900000
US1.BA,D,20100222,000000,63.9600000
US1.BA,D,20100223,000000,62.7700000
US1.BA,D,20100224,000000,63.4800000
US1.BA,D,20100225,000000,62.8700000
US1.BA,D,20100226,000000,63.1600000
US1.BA,D,20100301,000000,64.0000000
US1.BA,D,20100302,000000,64.4400000
US1.BA,D,20100303,000000,64.4400000
US1.BA,D,20100304,000000,65.5500000
US1.BA,D,20100305,000000,67.9300000
US1.BA,D,20100308,000000,67.2300000
US1.BA,D,20100309,000000,67.7900000
US1.BA,D,20100310,000000,70.0100000
US1.BA,D,20100311,000000,70.0700000
US1.BA,D,20100312,000000,69.8300000
US1.BA,D,20100315,000000,69.4000000
US1.BA,D,20100316,000000,68.7200000
US1.BA,D,20100317,000000,69.3800000
US1.BA,D,20100318,000000,70.8700000
US1.BA,D,20100319,000000,70.7200000
US1.BA,D,20100322,000000,71.9100000
US1.BA,D,20100323,000000,72.2100000
US1.BA,D,20100324,000000,72.3100000
US1.BA,D,20100325,000000,72.4900000
US1.BA,D,20100326,000000,72.5900000
US1.BA,D,20100329,000000,74.1100000
US1.BA,D,20100330,000000,73.5300000
US1.BA,D,20100331,000000,72.6000000
