<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
US1.JPM,D,20100104,000000,42.8500000
US1.JPM,D,20100105,000000,43.6800000
US1.JPM,D,20100106,000000,43.9200000
US1.JPM,D,20100107,000000,44.7900000
US1.JPM,D,20100108,000000,44.6800000
US1.JPM,D,20100111,000000,44.5300000
US1.JPM,D,20100112,000000,43.4900000
US1.JPM,D,20100113,000000,44.2500000
US1.JPM,D,20100114,000000,44.6900000
US1.JPM,D,20100115,000000,43.6800000
US1.JPM,D,20100119,000000,43.2800000
US1.JPM,D,20100120,000000,43.4000000
US1.JPM,D,20100121,000000,40.5400000
US1.JPM,D,20100122,000000,39.1600000
US1.JPM,D,20100125,000000,39.2100000
US1.JPM,D,20100126,000000,38.4400000
US1.JPM,D,20100127,000000,39.3300000
US1.JPM,D,20100128,000000,39.4800000
US1.JPM,D,20100129,000000,38.9400000
US1.JPM,D,20100201,000000,39.6300000
US1.JPM,D,20100202,000000,40.5500000
US1.JPM,D,20100203,000000,40.2900000
US1.JPM,D,20100204,000000,38.3500000
US1.JPM,D,20100205,000000,38.3000000
US1.JPM,D,20100208,000000,37.7000000
US1.JPM,D,20100209,000000,38.3900000
US1.JPM,D,20100210,000000,38.8700000
US1.JPM,D,20100211,000000,39.0200000
US1.JPM,D,20100212,000000,39.0800000
US1.JPM,D,20100216,000000,40.0700000
US1.JPM,D,20100217,000000,40.0400000
US1.JPM,D,20100218,000000,40.4100000
US1.JPM,D,20100219,000000,40.0300000
US1.JPM,D,20100222,000000,40.8500000
US1.JPM,D,20100223,000000,39.8800000
US1.JPM,D,20100224,000000,40.8500000
US1.JPM,D,20100225,000000,40.6400000
US1.JPM,D,20100226,000000,41.9700000
US1.JPM,D,20100301,000000,41.8300000
US1.JPM,D,20100302,000000,41.6200000
US1.JPM,D,20100303,000000,41.5300000
US1.JPM,D,20100304,000000,41.9200000
US1.JPM,D,20100305,000000,42.8100000
US1.JPM,D,20100308,000000,42.5900000
US1.JPM,D,20100309,000000,42.4200000
US1.JPM,D,20100310,000000,42.9300000
US1.JPM,D,20100311,000000,43.1800000
US1.JPM,D,20100312,000000,43.1500000
US1.JPM,D,20100315,000000,43.0700000
US1.JPM,D,20100316,000000,43.2400000
US1.JPM,D,20100317,000000,43.7900000
US1.JPM,D,20100318,000000,43.6400000
US1.JPM,D,20100319,000000,43.4500000
US1.JPM,D,20100322,000000,43.7400000
US1.JPM,D,20100323,000000,44.5900000
US1.JPM,D,20100324,000000,44.9400000
US1.JPM,D,20100325,000000,44.9400000
US1.JPM,D,20100326,000000,45.0200000
US1.JPM,D,20100329,000000,44.8600000
US1.JPM,D,20100330,000000,44.6100000
US1.JPM,D,20100331,000000,44.7500000
US1.JPM,D,20100401,000000,45.1800000
US1.JPM,D,20100405,000000,45.3400000
US1.JPM,D,20100406,000000,45.8400000
US1.JPM,D,20100407,000000,45.3200000
US1.JPM,D,20100408,000000,45.7600000
US1.JPM,D,20100409,000000,45.9800000
US1.JPM,D,20100412,000000,46.1400000
US1.JPM,D,20100413,000000,45.8700000
US1.JPM,D,20100414,000000,47.7300000
US1.JPM,D,20100415,000000,47.8100000
US1.JPM,D,20100416,000000,45.5500000
US1.JPM,D,20100419,000000,45.3900000
US1.JPM,D,20100420,000000,45.8800000
US1.JPM,D,20100421,000000,45.3500000
US1.JPM,D,20100422,000000,44.7400000
US1.JPM,D,20100423,000000,44.9400000
US1.JPM,D,20100426,000000,43.8900000
US1.JPM,D,20100427,000000,42.4100000
US1.JPM,D,20100428,000000,43.4600000
US1.JPM,D,20100429,000000,44.0000000
US1.JPM,D,20100430,000000,42.5800000
US1.JPM,D,20100503,000000,43.5300000
US1.JPM,D,20100504,000000,42.4700000
US1.JPM,D,20100505,000000,42.6600000
US1.JPM,D,20100506,000000,40.8100000
